place_id,name,description,is_spending_on_ads,reviews,rating,competitors,website,phone,can_claim,owner_name,owner_profile_link,featured_image,main_category,categories,workday_timing,is_temporarily_closed,closed_on,address,review_keywords,link,query
ChIJT1nDEj1xhlQRL7VuTAnsxeI,Superbaba (Vancouver),Middle Eastern Quick Service Restaurant,,1106,4.7,"Name: Chickpea Restaurant
Link: https://www.google.com/maps/search/Chickpea+Restaurant/@49.246591699999996,-123.1010316?authuser=0&hl=en&entry=ttu
Reviews: 3230 reviews

Name: Burgoo
Link: https://www.google.com/maps/search/Burgoo/@49.2576533,-123.10088750000001?authuser=0&hl=en&entry=ttu
Reviews: 1890 reviews

Name: Zarak by Afghan Kitchen
Link: https://www.google.com/maps/search/Zarak+by+Afghan+Kitchen/@49.266270899999995,-123.1006185?authuser=0&hl=en&entry=ttu
Reviews: 1478 reviews

Name: Nuba Cafe and Catering in Mount Pleasant
Link: https://www.google.com/maps/search/Nuba+Cafe+and+Catering+in+Mount+Pleasant/@49.267960699999996,-123.1016943?authuser=0&hl=en&entry=ttu
Reviews: 929 reviews

Name: Slim's BBQ
Link: https://www.google.com/maps/search/Slim's+BBQ/@49.264501599999996,-123.1011438?authuser=0&hl=en&entry=ttu
Reviews: 349 reviews",http://eatsuperbaba.com/,(604) 423-5577,,Superbaba (Vancouver) (Owner),https://www.google.com/maps/contrib/104401549247888132097,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqJ166TRq48d2x9MsNzMoFeyjp1dEJK1zFX2NtucnRrfO8gVFgEw2itxuMdjMSC2lkLFPWjsgOsTbFNqMeHJEoNgxNH_dDbRa4DeTOI0Rx0qNVSsZq1dDSyGZVPS200WPngkhO4=s1024,Middle Eastern restaurant,"Middle Eastern restaurant, Restaurant",11 a.m.-9 p.m.,,Open All Days,"2419 Main St, Vancouver, BC V5T 3E1",,https://www.google.com/maps/place/Superbaba+%28Vancouver%29/data=!4m7!3m6!1s0x5486713d12c3594f:0xe2c5ec094c6eb52f!8m2!3d49.2633297!4d-123.1012681!16s%2Fg%2F11f71plyk0!19sChIJT1nDEj1xhlQRL7VuTAnsxeI?authuser=0&hl=en&rclk=1,good restaurant in vancouver
ChIJl9xLjNZzhlQR7-ndY8Asql8,Brix and Mortar,"Brix & Mortar is a locally owned dining house located in a 1912 heritage brick building in the Yaletown neighbourhood of Vancouver, British Columbia, Canada. Brix & Mortar brings together modern Canadian cuisine, a commitment to fine wine, creative cocktails and personalized service in an inviting, sophisticated space to create talk-worthy experiences.",,1649,4.4,"Name: Blue Water Cafe
Link: https://www.google.com/maps/search/Blue+Water+Cafe/@49.276154999999996,-123.12112909999999?authuser=0&hl=en&entry=ttu
Reviews: 3451 reviews

Name: The Flying Pig Yaletown
Link: https://www.google.com/maps/search/The+Flying+Pig+Yaletown/@49.2750232,-123.121994?authuser=0&hl=en&entry=ttu
Reviews: 2620 reviews

Name: Botanist
Link: https://www.google.com/maps/search/Botanist/@49.2882901,-123.11655499999999?authuser=0&hl=en&entry=ttu
Reviews: 1751 reviews

Name: WestOak
Link: https://www.google.com/maps/search/WestOak/@49.2764678,-123.119667?authuser=0&hl=en&entry=ttu
Reviews: 1238 reviews

Name: Alchemy Bar and Kitchen
Link: https://www.google.com/maps/search/Alchemy+Bar+and+Kitchen/@49.2742474,-123.1239675?authuser=0&hl=en&entry=ttu
Reviews: 315 reviews",https://www.brixandmortar.ca/,(604) 915-9463,,Brix and Mortar (Owner),https://www.google.com/maps/contrib/111887552151525304332,https://lh3.googleusercontent.com/p/AF1QipMAc6P-T_yGXWLXISDqkUkhdZm9HCOdGyj6-5L1=s1024,Restaurant,Restaurant,4-10:30 p.m.,,Monday,"1137 Hamilton St, Vancouver, BC V6B 6M5",,https://www.google.com/maps/place/Brix+and+Mortar/data=!4m7!3m6!1s0x548673d68c4bdc97:0x5faa2cc063dde9ef!8m2!3d49.2756123!4d-123.1219105!16s%2Fg%2F1vn186p3!19sChIJl9xLjNZzhlQR7-ndY8Asql8?authuser=0&hl=en&rclk=1,good restaurant in vancouver
ChIJvwZJqBxzhlQR-es8abhT5zM,Mazahr Lebanese Kitchen,Friendly 40 seat restaurant with a covered patio located in beautiful S. Granville community - serving authentic Lebanese food for lunch and dinner.,,1070,4.8,"Name: ZAATAR W ZEIT
Link: https://www.google.com/maps/search/ZAATAR+W+ZEIT/@49.284375999999995,-123.11558299999999?authuser=0&hl=en&entry=ttu
Reviews: 1735 reviews

Name: Manoush'eh
Link: https://www.google.com/maps/search/Manoush'eh/@49.276674799999995,-123.1256829?authuser=0&hl=en&entry=ttu
Reviews: 1519 reviews

Name: Zamzam Grill
Link: https://www.google.com/maps/search/Zamzam+Grill/@49.2441272,-123.0633818?authuser=0&hl=en&entry=ttu
Reviews: 1400 reviews

Name: Homa Grill & Donair
Link: https://www.google.com/maps/search/Homa+Grill+%26+Donair/@49.283455499999995,-123.1144236?authuser=0&hl=en&entry=ttu
Reviews: 1090 reviews

Name: Yasma
Link: https://www.google.com/maps/search/Yasma/@49.2933623,-123.13217940000001?authuser=0&hl=en&entry=ttu
Reviews: 1014 reviews",http://www.mazahr.ca/,(604) 733-2211,,Mazahr Lebanese Kitchen (Owner),https://www.google.com/maps/contrib/115965129582740740231,https://lh3.googleusercontent.com/p/AF1QipP8sZgiN3eDeZ1f95oXZTRP9MxZ-U1gm_I14oB5=s1024,Restaurant,Restaurant,12-8:30 p.m.,,Monday,"1488 W 11th Ave, Vancouver, BC V6H 1L1",,https://www.google.com/maps/place/Mazahr+Lebanese+Kitchen/data=!4m7!3m6!1s0x5486731ca84906bf:0x33e753b8693cebf9!8m2!3d49.2615983!4d-123.1382076!16s%2Fg%2F11j_vglrpb!19sChIJvwZJqBxzhlQR-es8abhT5zM?authuser=0&hl=en&rclk=1,good restaurant in vancouver
ChIJVQQVMn9xhlQRfFSHaGDN_EY,Gotham Steakhouse & Cocktail Bar,"Step in to Gotham and you'll know instantly that you've arrived at a steakhouse unlike any other. The soaring ceilings, luxurious textures, intimate corners and delicious aromas whet your appetite for an unforgettable dining experience. The clink of glasses and buzz of conversation and laughter let you know you've made the right choice.

Gotham serves only Prime Grade beef and the freshest fish and seafood. The menu is simple and classic steakhouse, with only the finest ingredients making the cut. Our hand-crafted cocktails and extensive wine list make decisions just a little harder, but satisfaction guaranteed.",,2885,4.6,"Name: Black+Blue
Link: https://www.google.com/maps/search/Black%2BBlue/@49.2845363,-123.1228402?authuser=0&hl=en&entry=ttu
Reviews: 7166 reviews

Name: Elisa
Link: https://www.google.com/maps/search/Elisa/@49.275964300000005,-123.12141340000001?authuser=0&hl=en&entry=ttu
Reviews: 2805 reviews

Name: Hy's Steakhouse & Cocktail Bar
Link: https://www.google.com/maps/search/Hy's+Steakhouse+%26+Cocktail+Bar/@49.2845794,-123.1191877?authuser=0&hl=en&entry=ttu
Reviews: 2478 reviews

Name: L'Abattoir
Link: https://www.google.com/maps/search/L'Abattoir/@49.283134499999996,-123.1044638?authuser=0&hl=en&entry=ttu
Reviews: 1564 reviews

Name: Chop Steakhouse & Bar
Link: https://www.google.com/maps/search/Chop+Steakhouse+%26+Bar/@49.2885614,-123.11506779999999?authuser=0&hl=en&entry=ttu
Reviews: 1161 reviews",http://www.gothamsteakhouse.com/,(604) 605-8282,,Gotham Steakhouse & Cocktail Bar (Owner),https://www.google.com/maps/contrib/100171778223344596020,https://lh3.googleusercontent.com/p/AF1QipODP4DoizgInjFygQiqHkEH3NGyuAxOtDl3028M=s1024,Steak house,Steak house,11:30 a.m.-10 p.m.,,Open All Days,"615 Seymour St, Vancouver, BC V6B 3K3",,https://www.google.com/maps/place/Gotham+Steakhouse+%26+Cocktail+Bar/data=!4m7!3m6!1s0x5486717f32150455:0x46fccd606887547c!8m2!3d49.282901!4d-123.1158845!16s%2Fm%2F04zv3nj!19sChIJVQQVMn9xhlQRfFSHaGDN_EY?authuser=0&hl=en&rclk=1,good restaurant in vancouver
ChIJeQ0xUHdxhlQRTKHqVITbxXU,MeeT in Gastown,"Serving delicious comfort food favourites, now with a Summer Pop-Up Menu! - located on a European-styled hidden courtyard in the tourist and nightlife neighbourhood of Gastown!",,3431,4.5,"Name: LOCAL Public Eatery Gastown
Link: https://www.google.com/maps/search/LOCAL+Public+Eatery+Gastown/@49.2836516,-123.10395399999999?authuser=0&hl=en&entry=ttu
Reviews: 2895 reviews

Name: Twisted Fork
Link: https://www.google.com/maps/search/Twisted+Fork/@49.2831834,-123.10444820000001?authuser=0&hl=en&entry=ttu
Reviews: 1903 reviews

Name: Water St. Cafe
Link: https://www.google.com/maps/search/Water+St.+Caf%C3%A9/@49.284111100000004,-123.10911390000001?authuser=0&hl=en&entry=ttu
Reviews: 1838 reviews

Name: L'Abattoir
Link: https://www.google.com/maps/search/L'Abattoir/@49.283134499999996,-123.1044638?authuser=0&hl=en&entry=ttu
Reviews: 1564 reviews

Name: MILA
Link: https://www.google.com/maps/search/MILA/@49.279695,-123.1003019?authuser=0&hl=en&entry=ttu
Reviews: 808 reviews",https://eatmeet.ca/meet-in-gastown/,(604) 696-1111,,MeeT in Gastown (Owner),https://www.google.com/maps/contrib/104970205480008450293,https://lh3.googleusercontent.com/p/AF1QipMjpRCVZdgymGQAUhk_-CjjAqsGLJI2TusvIzsQ=s1024,Restaurant,"Restaurant, Gluten-free restaurant, Vegan restaurant, Vegetarian restaurant",12-9 p.m.,,"Monday, Tuesday","inner Courtyard, 12 Water St, Vancouver, BC V6B 4K7",,https://www.google.com/maps/place/MeeT+in+Gastown/data=!4m7!3m6!1s0x5486717750310d79:0x75c5db8454eaa14c!8m2!3d49.2831408!4d-123.1049301!16s%2Fg%2F11bx5p_6m5!19sChIJeQ0xUHdxhlQRTKHqVITbxXU?authuser=0&hl=en&rclk=1,good restaurant in vancouver
ChIJhbvdyX1xhlQRMIebjMPIEYI,Zarak by Afghan Kitchen,Elevated Afghan dining destination with an innovative cocktail program.,,1478,4.6,"Name: East is East
Link: https://www.google.com/maps/search/East+is+East/@49.245424,-123.10147839999999?authuser=0&hl=en&entry=ttu
Reviews: 5962 reviews

Name: Afghan Horsemen Restaurant
Link: https://www.google.com/maps/search/Afghan+Horsemen+Restaurant/@49.269393699999995,-123.1389284?authuser=0&hl=en&entry=ttu
Reviews: 2279 reviews

Name: Hawkers Delight Deli
Link: https://www.google.com/maps/search/Hawkers+Delight+Deli/@49.248401699999995,-123.1012836?authuser=0&hl=en&entry=ttu
Reviews: 1141 reviews

Name: Superbaba (Vancouver)
Link: https://www.google.com/maps/search/Superbaba+(Vancouver)/@49.2633297,-123.1012681?authuser=0&hl=en&entry=ttu
Reviews: 1106 reviews

Name: Mazahr Lebanese Kitchen
Link: https://www.google.com/maps/search/Mazahr+Lebanese+Kitchen/@49.261598299999996,-123.1382076?authuser=0&hl=en&entry=ttu
Reviews: 1069 reviews",http://zarakvancouver.com/,(604) 318-3456,,Zarak by Afghan Kitchen (Owner),https://www.google.com/maps/contrib/100561652097708815050,https://lh3.googleusercontent.com/p/AF1QipMvU9GwOip12ub6Kq60EtBnc5-a49BF-_w5dQh9=s1024,Restaurant,"Restaurant, Afghan restaurant, Brunch restaurant, Cocktail bar, Middle Eastern restaurant",5-10:30 p.m.,,"Monday, Tuesday","2102 Main St, Vancouver, BC V5T 0K1","afghan rice, afghan food, happy hour, lamb shank, bolani, mantu, brussel sprouts, Turkish Coffee, fried chicken, chicken kebab",https://www.google.com/maps/place/Zarak+by+Afghan+Kitchen/data=!4m7!3m6!1s0x5486717dc9ddbb85:0x8211c8c38c9b8730!8m2!3d49.2662709!4d-123.1006185!16s%2Fg%2F11rd3mg386!19sChIJhbvdyX1xhlQRMIebjMPIEYI?authuser=0&hl=en&rclk=1,good restaurant in vancouver
ChIJL9D-EKBxhlQRsrmXmBaXfUU,The Lunch Lady,"The Lunch Lady's journey from Vietnam to Vancouver has been one of passion and collaboration, sprouting from the charismatic streets of Ho Chi Minh City. Our menu is comprised of the Lunch Lady's famous noodle soups, classic Vietnamese dishes, and our own original modern Vietnamese inspired recipes.",,3310,4.6,"Name: Anh and Chi
Link: https://www.google.com/maps/search/Anh+and+Chi/@49.2549852,-123.1008596?authuser=0&hl=en&entry=ttu
Reviews: 4254 reviews

Name: La Mezcaleria
Link: https://www.google.com/maps/search/La+Mezcaleria/@49.2701263,-123.0694684?authuser=0&hl=en&entry=ttu
Reviews: 2435 reviews

Name: Linh Cafe
Link: https://www.google.com/maps/search/Linh+Caf%C3%A9/@49.274726699999995,-123.1295108?authuser=0&hl=en&entry=ttu
Reviews: 2176 reviews

Name: Le Pho Vietnamese Restaurant
Link: https://www.google.com/maps/search/Le+Pho+Vietnamese+Restaurant/@49.281274,-123.054338?authuser=0&hl=en&entry=ttu
Reviews: 788 reviews

Name: Merci Beaucoup Cafe
Link: https://www.google.com/maps/search/Merci+Beaucoup+Cafe/@49.271535,-123.069451?authuser=0&hl=en&entry=ttu
Reviews: 392 reviews",https://thelunchlady.com/,(604) 559-5938,,The Lunch Lady (Owner),https://www.google.com/maps/contrib/108587325058119572568,https://lh3.googleusercontent.com/p/AF1QipOzxiwTqhICUzpi9W9j-Anq6CyVIaJrmIWe2d7u=s1024,Vietnamese restaurant,"Vietnamese restaurant, Restaurant","11 a.m.-2:30 p.m., 4:45-9 p.m.",,Open All Days,"1046 Commercial Dr, Vancouver, BC V5L 3W9",,https://www.google.com/maps/place/The+Lunch+Lady/data=!4m7!3m6!1s0x548671a010fed02f:0x457d97169897b9b2!8m2!3d49.2749731!4d-123.0693852!16s%2Fg%2F11j76w63v8!19sChIJL9D-EKBxhlQRsrmXmBaXfUU?authuser=0&hl=en&rclk=1,good restaurant in vancouver
ChIJG8_wk4dxhlQRM-VxydVoPp0,Magari by Oca,"Contemporary hangout with a warm vibe, furnishing wine & Italian fare prepared with housemade pasta.",,523,4.7,"Name: Marcello Ristorante & Pizzeria
Link: https://www.google.com/maps/search/Marcello+Ristorante+%26+Pizzeria/@49.272041699999996,-123.0694139?authuser=0&hl=en&entry=ttu
Reviews: 2841 reviews

Name: Sopra Sotto Pizzeria
Link: https://www.google.com/maps/search/Sopra+Sotto+Pizzeria/@49.2711635,-123.0693181?authuser=0&hl=en&entry=ttu
Reviews: 1665 reviews

Name: Pepino's Spaghetti House
Link: https://www.google.com/maps/search/Pepino's+Spaghetti+House/@49.2788798,-123.0706668?authuser=0&hl=en&entry=ttu
Reviews: 1664 reviews

Name: Arriva Ristorante
Link: https://www.google.com/maps/search/Arriva+Ristorante/@49.2709139,-123.06976669999997?authuser=0&hl=en&entry=ttu
Reviews: 566 reviews

Name: Bar Corso
Link: https://www.google.com/maps/search/Bar+Corso/@49.2707543,-123.069445?authuser=0&hl=en&entry=ttu
Reviews: 543 reviews",,,,Magari by Oca (Owner),https://www.google.com/maps/contrib/114565692016501231349,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noPu42PN4u_GzsQN_Cf08g9G4UBAa_ad0tBrTsan3aDn7AvODW-zvCrcFpRcZ-LLq4icLF_pm_O4FUDtqxoiqcbGXkBxcQ3b-HKMnPFfCfHz6RF1219i_6c5Tmqu93NXlAmsQ8=s1024,Italian restaurant,"Italian restaurant, Restaurant",5-10 p.m.,,"Monday, Tuesday, Sunday","1260 Commercial Dr, Vancouver, BC V5L 3X4",,https://www.google.com/maps/place/Magari+by+Oca/data=!4m7!3m6!1s0x5486718793f0cf1b:0x9d3e68d5c971e533!8m2!3d49.27338!4d-123.0693298!16s%2Fg%2F11j490h4jl!19sChIJG8_wk4dxhlQRM-VxydVoPp0?authuser=0&hl=en&rclk=1,good restaurant in vancouver
ChIJm4H60nNxhlQR_hsfmwtOHUk,The Mackenzie Room,"Locally sourced New American eats, plus craft cocktails & beers, served in a rustic-chic locale.",,996,4.6,"Name: Chambar Restaurant
Link: https://www.google.com/maps/search/Chambar+Restaurant/@49.2801271,-123.1099351?authuser=0&hl=en&entry=ttu
Reviews: 4172 reviews

Name: Ask For Luigi Restaurant
Link: https://www.google.com/maps/search/Ask+For+Luigi+Restaurant/@49.284200999999996,-123.09772410000001?authuser=0&hl=en&entry=ttu
Reviews: 2829 reviews

Name: Le Crocodile by Rob Feenie
Link: https://www.google.com/maps/search/Le+Crocodile+by+Rob+Feenie/@49.282530099999995,-123.1252212?authuser=0&hl=en&entry=ttu
Reviews: 1711 reviews

Name: AnnaLena
Link: https://www.google.com/maps/search/AnnaLena/@49.2708,-123.14677650000002?authuser=0&hl=en&entry=ttu
Reviews: 1568 reviews",http://www.themackenzieroom.com/,(604) 253-0705,,The Mackenzie Room (Owner),https://www.google.com/maps/contrib/100902433306683825529,https://lh3.googleusercontent.com/p/AF1QipNiZ99uDvacB0fk6mQXL6XSbY9dhCbqBIZrjDbG=s1024,Canadian restaurant,"Canadian restaurant, Bar",5:30-10 p.m.,,"Monday, Tuesday","415 Powell St, Vancouver, BC V6A 1G7",,https://www.google.com/maps/place/The+Mackenzie+Room/data=!4m7!3m6!1s0x54867173d2fa819b:0x491d4e0b9b1f1bfe!8m2!3d49.2832354!4d-123.0949165!16s%2Fg%2F11bt_j7prh!19sChIJm4H60nNxhlQR_hsfmwtOHUk?authuser=0&hl=en&rclk=1,good restaurant in vancouver
ChIJtZZo2dlzhlQRy11A-O9gZYE,LOCAL Public Eatery Gastown,"We owe a couple rounds of whisky to the Founding Father of Gastown, Captain Jack Deighton. Also known as ""Gassy Jack,"" he was a pilot turned saloonkeeper who loved to gas, & no, that doesn't mean what you might think it means. In Victorian times, the term meant to talk a lot & the Captain loved to do just that. Gastown has a distinct character that brings you back in time with its cobbled streets, exposed brick, famous Steam Clock & beautiful street lights. It's one of the many reasons we love being part of this iconic neighbourhood rich in history & landmarks. Some may even consider our patio a landmark.. or maybe that's just us.",,2896,4.5,"Name: MeeT in Gastown
Link: https://www.google.com/maps/search/MeeT+in+Gastown/@49.2831408,-123.1049301?authuser=0&hl=en&entry=ttu
Reviews: 3431 reviews

Name: L'Abattoir
Link: https://www.google.com/maps/search/L'Abattoir/@49.283134499999996,-123.1044638?authuser=0&hl=en&entry=ttu
Reviews: 1564 reviews

Name: Pourhouse Restaurant
Link: https://www.google.com/maps/search/Pourhouse+Restaurant/@49.284077499999995,-123.10838179999999?authuser=0&hl=en&entry=ttu
Reviews: 1543 reviews

Name: Six Acres
Link: https://www.google.com/maps/search/Six+Acres/@49.283364899999995,-123.1044223?authuser=0&hl=en&entry=ttu
Reviews: 1168 reviews

Name: Black Frog Eatery
Link: https://www.google.com/maps/search/Black+Frog+Eatery/@49.2846538,-123.1084894?authuser=0&hl=en&entry=ttu
Reviews: 943 reviews",https://localpubliceatery.com/neighbourhoods/gastown/,(778) 737-4277,,LOCAL Public Eatery Gastown (Owner),https://www.google.com/maps/contrib/113856360951028175986,https://lh3.googleusercontent.com/p/AF1QipO9SmDjtGGQkq_bA7vyFPqttA6-ySvPekVfoVC_=s1024,Restaurant,"Restaurant, Canadian restaurant, Gastropub, Pub",11 a.m.-12 a.m.,,Open All Days,"3 Alexander St, Vancouver, BC V6A 1B2","patio, perogies, happy hour, shrimp dumplings, fish tacos, people watching, friendly staff, nachos, live music, burgers",https://www.google.com/maps/place/LOCAL+Public+Eatery+Gastown/data=!4m7!3m6!1s0x548673d9d96896b5:0x816560eff8405dcb!8m2!3d49.2836516!4d-123.103954!16s%2Fg%2F11h9r9sk4_!19sChIJtZZo2dlzhlQRy11A-O9gZYE?authuser=0&hl=en&rclk=1,good restaurant in vancouver
ChIJG_9jCH5xhlQRtcDS3SP5k_U,Homer St. Cafe and Bar,"Vintage-chic haunt dishing upmarket rotisserie chicken & meats, plus cocktails, in a landmark space.",,2132,4.4,"Name: Chambar Restaurant
Link: https://www.google.com/maps/search/Chambar+Restaurant/@49.2801271,-123.1099351?authuser=0&hl=en&entry=ttu
Reviews: 4172 reviews

Name: Jam Cafe
Link: https://www.google.com/maps/search/Jam+Cafe/@49.2802619,-123.10964190000001?authuser=0&hl=en&entry=ttu
Reviews: 4171 reviews

Name: SOCIAL CORNER YALETOWN
Link: https://www.google.com/maps/search/SOCIAL+CORNER+YALETOWN/@49.2787253,-123.118532?authuser=0&hl=en&entry=ttu
Reviews: 4016 reviews

Name: Banter Room
Link: https://www.google.com/maps/search/Banter+Room/@49.2763585,-123.11977159999999?authuser=0&hl=en&entry=ttu
Reviews: 1160 reviews

Name: Fable Diner & Bar
Link: https://www.google.com/maps/search/Fable+Diner+%26+Bar/@49.280814799999995,-123.11719939999999?authuser=0&hl=en&entry=ttu
Reviews: 430 reviews",http://homerstreetcafebar.com/,(604) 428-4299,,Homer St. Cafe and Bar (Owner),https://www.google.com/maps/contrib/100858056746034629190,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npvsvB9f4Iv252iHTUMp3uv3SrePB_BzipHLOaz55y1sqQ2kxnZJcgcKBE7KRSXN0PLWqWGDpAT7f5ousYNc7t-9eE2Q7rUsCYLCcmtsNY_z7vNH5U48IGpjY0GCgNlKgd4YSZbHo1Lpmg_=s1024,Restaurant,"Restaurant, Bar & grill, Chicken restaurant, Cocktail bar",11:30 a.m.-10 p.m.,,Open All Days,"898 Homer St, Vancouver, BC V6B 2W5",,https://www.google.com/maps/place/Homer+St.+Cafe+and+Bar/data=!4m7!3m6!1s0x5486717e0863ff1b:0xf593f923ddd2c0b5!8m2!3d49.2784139!4d-123.1182764!16s%2Fg%2F12m94glw4!19sChIJG_9jCH5xhlQRtcDS3SP5k_U?authuser=0&hl=en&rclk=1,good restaurant in vancouver
ChIJlyrTET9xhlQR-mtL9pgF4qs,Absinthe Bistro,Open for Dine-in and Take-out,,528,4.6,"Name: Havana Vancouver
Link: https://www.google.com/maps/search/Havana+Vancouver/@49.273734399999995,-123.0693075?authuser=0&hl=en&entry=ttu
Reviews: 3331 reviews

Name: Les Faux Bourgeois
Link: https://www.google.com/maps/search/Les+Faux+Bourgeois/@49.2573042,-123.08963229999999?authuser=0&hl=en&entry=ttu
Reviews: 1600 reviews

Name: Alouette Bistro
Link: https://www.google.com/maps/search/Alouette+Bistro/@49.2853077,-123.11825309999999?authuser=0&hl=en&entry=ttu
Reviews: 901 reviews

Name: B House Restaurant
Link: https://www.google.com/maps/search/B+House+Restaurant/@49.2644549,-123.0695255?authuser=0&hl=en&entry=ttu
Reviews: 566 reviews

Name: Bar Corso
Link: https://www.google.com/maps/search/Bar+Corso/@49.2707543,-123.069445?authuser=0&hl=en&entry=ttu
Reviews: 543 reviews",http://www.bistroabsinthe.com/,(604) 566-9053,,Absinthe Bistro (Owner),https://www.google.com/maps/contrib/114852412773875944710,https://lh3.googleusercontent.com/p/AF1QipN1vREqrVAXuSJj95WlgwRBHcwoWamgei6FeAWQ=s1024,French restaurant,"French restaurant, Bistro, Restaurant",5:30-8:30 p.m.,,"Monday, Tuesday, Wednesday","952 Commercial Dr, Vancouver, BC V5L 3W7",,https://www.google.com/maps/place/Absinthe+Bistro/data=!4m7!3m6!1s0x5486713f11d32a97:0xabe20598f64b6bfa!8m2!3d49.2759794!4d-123.0693283!16s%2Fg%2F119w926fz!19sChIJlyrTET9xhlQR-mtL9pgF4qs?authuser=0&hl=en&rclk=1,good restaurant in vancouver
ChIJhcHC8TBzhlQRPsVWKk8ZNJQ,Elisa,"Inspired by the values of sharing memorable moments around the table with family and friends, Elisa offers a reimagined take on the signature steakhouse experience.

Executive Chef Andrew Richardson and his brigade tend the stunning Grillworks Infierno to produce our extensive wood-fired menu of prime steak cuts from around the world, sustainable seafood, and locally sourced vegetable-forward dishes.

Tartares, Oysters on the Half Shell, Seafood Towers, and cured fish and meats round out our menu of fresh and flame-grilled offerings.",,2809,4.6,"Name: Black+Blue
Link: https://www.google.com/maps/search/Black%2BBlue/@49.2845363,-123.1228402?authuser=0&hl=en&entry=ttu
Reviews: 7166 reviews

Name: Gotham Steakhouse & Cocktail Bar
Link: https://www.google.com/maps/search/Gotham+Steakhouse+%26+Cocktail+Bar/@49.282900999999995,-123.11588449999999?authuser=0&hl=en&entry=ttu
Reviews: 2883 reviews

Name: Riley's Fish & Steak
Link: https://www.google.com/maps/search/Riley's+Fish+%26+Steak/@49.2879155,-123.11526599999998?authuser=0&hl=en&entry=ttu
Reviews: 2529 reviews

Name: Hy's Steakhouse & Cocktail Bar
Link: https://www.google.com/maps/search/Hy's+Steakhouse+%26+Cocktail+Bar/@49.2845794,-123.1191877?authuser=0&hl=en&entry=ttu
Reviews: 2478 reviews

Name: Alchemy Bar and Kitchen
Link: https://www.google.com/maps/search/Alchemy+Bar+and+Kitchen/@49.2742474,-123.1239675?authuser=0&hl=en&entry=ttu
Reviews: 315 reviews",https://elisasteak.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,(604) 362-5443,,Elisa (Owner),https://www.google.com/maps/contrib/106965645762383834814,https://lh3.googleusercontent.com/p/AF1QipMnX4HIfVhjJBaJsxrtXnVkV_PrYsBDcfChKs_1=s1024,Restaurant,"Restaurant, Cocktail bar, Fine dining restaurant, Oyster bar restaurant, Seafood restaurant, Steak house, Wine bar",4:30 p.m.-12 a.m.,,Open All Days,"1109 Hamilton St, Vancouver, BC V6B 5P6",,https://www.google.com/maps/place/Elisa/data=!4m7!3m6!1s0x54867330f1c2c185:0x9434194f2a56c53e!8m2!3d49.2759643!4d-123.1214134!16s%2Fg%2F11gpjd69hv!19sChIJhcHC8TBzhlQRPsVWKk8ZNJQ?authuser=0&hl=en&rclk=1,good restaurant in vancouver
ChIJ4T0Ha0hzhlQR2SGIM1U6drU,Field & Social,"At Field & Social, salads aren't a forgotten side dish; they're the main event. Because when done well, salads can be delicious--even exciting. They can fill you up. They can be the kind of meal you crave.",,219,4.6,"Name: SOCIAL CORNER YALETOWN
Link: https://www.google.com/maps/search/SOCIAL+CORNER+YALETOWN/@49.2787253,-123.118532?authuser=0&hl=en&entry=ttu
Reviews: 4016 reviews

Name: The Parlour
Link: https://www.google.com/maps/search/The+Parlour/@49.2767724,-123.12029199999998?authuser=0&hl=en&entry=ttu
Reviews: 2162 reviews

Name: MeeT in Yaletown
Link: https://www.google.com/maps/search/MeeT+in+Yaletown/@49.2749415,-123.12179909999999?authuser=0&hl=en&entry=ttu
Reviews: 2154 reviews

Name: Green Leaf Salad Bar
Link: https://www.google.com/maps/search/Green+Leaf+Salad+Bar/@49.288032400000006,-123.1236774?authuser=0&hl=en&entry=ttu
Reviews: 340 reviews

Name: Alchemy Bar and Kitchen
Link: https://www.google.com/maps/search/Alchemy+Bar+and+Kitchen/@49.2742474,-123.1239675?authuser=0&hl=en&entry=ttu
Reviews: 315 reviews",http://www.fieldandsocial.com/,(604) 423-5849,,Field & Social (Owner),https://www.google.com/maps/contrib/100175615516626204613,https://lh3.googleusercontent.com/p/AF1QipMtSvOixEarY7jUycfZbJCMcbdikirl5uVMqKTK=s1024,Restaurant,Restaurant,11 a.m.-7:30 p.m.,,Open All Days,"1030 Mainland St, Vancouver, BC V6H 1E2",,https://www.google.com/maps/place/Field+%26+Social/data=!4m7!3m6!1s0x548673486b073de1:0xb5763a55338821d9!8m2!3d49.2759405!4d-123.1197293!16s%2Fg%2F11m_kdgfs3!19sChIJ4T0Ha0hzhlQR2SGIM1U6drU?authuser=0&hl=en&rclk=1,good restaurant in vancouver
